"tier","id","designation","messier","name_en","name_ja","type","vMag","majorAxisArcmin","con"
"2","NGC2599","NGC 2599","","","","G","12.2","1.56","Cnc"
"2","NGC3185","NGC 3185","","","","G","12.2","2.15","Leo"
"2","NGC3562","NGC 3562","","","","G","12.2","1.69","Dra"
"2","NGC4169","NGC 4169","","","","G","12.2","1.64","Com"
"2","NGC4250","NGC 4250","","","","G","12.2","1.87","Dra"
"2","NGC4373A","NGC 4373A","","","","G","12.2","2.8","Cen"
"2","NGC4476","NGC 4476","","","","G","12.2","1.7","Vir"
"2","NGC4553","NGC 4553","","","","G","12.2","2.59","Cen"
"2","NGC4947","NGC 4947","","","","G","12.2","2.65","Cen"
"2","NGC5967","NGC 5967","","","","G","12.2","2.37","Aps"
"2","NGC6106","NGC 6106","","","","G","12.2","2.19","Her"
"2","NGC6903","NGC 6903","","","","G","12.2","2.24","Cap"
"2","NGC7042","NGC 7042","","","","G","12.2","1.78","Peg"
"2","NGC7354","NGC 7354","","","","PN","12.2","0.38","Cep"
"2","NGC7625","NGC 7625","","","","G","12.2","1.48","Peg"
"2","IC1812","IC 1812","","","","G","12.21","2.08","Eri"
"2","IC2158","IC 2158","","","","G","12.21","1.36","Col"
"2","NGC0214","NGC 214","","","","G","12.21","1.87","And"
"2","NGC0532","NGC 532","","","","G","12.21","2.18","Psc"
"2","NGC1650","NGC 1650","","","","G","12.21","2.4","Eri"
"2","NGC2612","NGC 2612","","","","G","12.21","2.6","Hya"
"2","NGC2770","NGC 2770","","","","G","12.21","3.45","Lyn"
"2","NGC3224","NGC 3224","","","","G","12.21","1.72","Ant"
"2","NGC4292","NGC 4292","","","","G","12.21","1.6","Vir"
"2","NGC4700","NGC 4700","","","","G","12.21","2.72","Vir"
"2","NGC6699","NGC 6699","","","","G","12.21","1.74","Pav"
"2","NGC7764","NGC 7764","","","","G","12.21","1.95","Phe"
"2","IC2531","IC 2531","","","","G","12.22","6.55","Ant"
"2","IC2537","IC 2537","","","","G","12.22","2.61","Ant"
"2","IC3010","IC 3010","","","","G","12.22","2.09","Hya"
"2","NGC1107","NGC 1107","","","","G","12.22","1.88","Cet"
"2","NGC2253","NGC 2253","","","","G","12.22","1.43","Cam"
"2","NGC3595","NGC 3595","","","","G","12.22","1.51","UMa"
"2","NGC3604","NGC 3604","","","","G","12.22","1.4","Leo"
"2","NGC4688","NGC 4688","","","","G","12.22","3.72","Vir"
"2","NGC4727","NGC 4727","","","","G","12.22","2.7","Crv"
"2","NGC4756","NGC 4756","","","","G","12.22","2.28","Crv"
"2","NGC5653","NGC 5653","","","","G","12.22","1.6","Boo"
"2","NGC5966","NGC 5966","","","","G","12.22","1.53","Boo"
"2","NGC6754","NGC 6754","","","","G","12.22","2.02","Tel"
"2","NGC7124","NGC 7124","","","","G","12.22","2.56","Ind"
"2","NGC7265","NGC 7265","","","","G","12.22","2.48","Lac"
"2","IC4806","IC 4806","","","","G","12.23","2.4","Pav"
"2","NGC0484","NGC 484","","","","G","12.23","1.8","Tuc"
"2","NGC0678","NGC 678","","","","G","12.23","3.08","Ari"
"2","NGC1122","NGC 1122","","","","G","12.23","1.35","Per"
"2","NGC2206","NGC 2206","","","","G","12.23","2.45","CMa"
"2","NGC2810","NGC 2810","","","","G","12.23","1.69","UMa"
"2","NGC3390","NGC 3390","","","","G","12.23","3.11","Hya"
"2","NGC4522","NGC 4522","","","","G","12.23","3.51","Vir"
"2","NGC5968","NGC 5968","","","","G","12.23","2.29","Lup"
"2","NGC6869","NGC 6869","","","","G","12.23","1.44","Dra"
"2","NGC6877","NGC 6877","","","","G","12.23","2.38","Pav"
"2","NGC7267","NGC 7267","","","","G","12.23","1.73","PsA"
"2","IC2977","IC 2977","","","","G","12.24","2.14","Cen"
"2","IC5269","IC 5269","","","","G","12.24","1.84","PsA"
"2","NGC0828","NGC 828","","","","G","12.24","2.85","And"
"2","NGC1638","NGC 1638","","","","G","12.24","2.08","Eri"
"2","NGC2089","NGC 2089","","","","G","12.24","2.2","Lep"
"2","NGC3485","NGC 3485","","","","G","12.24","2.17","Leo"
"2","NGC3629","NGC 3629","","","","G","12.24","1.77","Leo"
"2","NGC3692","NGC 3692","","","","G","12.24","3.22","Leo"
"2","NGC3957","NGC 3957","","","","G","12.24","3.24","Crt"
"2","NGC4405","NGC 4405","","","","G","12.24","1.52","Com"
"2","NGC4517A","NGC 4517A","","","","G","12.24","2.05","Vir"
"2","NGC4595","NGC 4595","","","","G","12.24","1.52","Com"
"2","NGC5062","NGC 5062","","","","G","12.24","2.69","Cen"
"2","NGC5339","NGC 5339","","","","G","12.24","1.82","Vir"
"2","NGC5774","NGC 5774","","","","G","12.24","1.7","Vir"
"2","NGC5820","NGC 5820","","","","G","12.24","1.66","Boo"
"2","NGC6702","NGC 6702","","","","G","12.24","1.64","Lyr"
"2","NGC7172","NGC 7172","","","","G","12.24","2.75","PsA"
"2","NGC7183","NGC 7183","","","","G","12.24","3.89","Aqr"
"2","NGC7339","NGC 7339","","","","G","12.24","3.21","Peg"
"2","NGC7782","NGC 7782","","","","G","12.24","2.43","Psc"
"2","IC1392","IC 1392","","","","G","12.25","1.53","Cyg"
"2","NGC0171","NGC 171","","","","G","12.25","2.06","Cet"
"2","NGC0910","NGC 910","","","","G","12.25","1.79","And"
"2","NGC2283","NGC 2283","","","","G","12.25","2.76","CMa"
"2","NGC2552","NGC 2552","","","","G","12.25","2.99","Lyn"
"2","NGC2608","NGC 2608","","","","G","12.25","1.95","Cnc"
"2","NGC3182","NGC 3182","","","","G","12.25","1.92","UMa"
"2","NGC4407","NGC 4407","","","","G","12.25","2.08","Vir"
"2","NGC4868","NGC 4868","","","","G","12.25","1.43","CVn"
"2","NGC5957","NGC 5957","","","","G","12.25","2.44","Se1"
"2","NGC7716","NGC 7716","","","","G","12.25","1.83","Psc"
"2","IC2764","IC 2764","","","","G","12.26","2.2","Hya"
"2","NGC0991","NGC 991","","","","G","12.26","1.48","Cet"
"2","NGC2369","NGC 2369","","","","G","12.26","3.03","Car"
"2","NGC2629","NGC 2629","","","","G","12.26","1.97","UMa"
"2","NGC2921","NGC 2921","","","","G","12.26","2.86","Hya"
"2","NGC3269","NGC 3269","","","","G","12.26","2.51","Ant"
"2","NGC3320","NGC 3320","","","","G","12.26","1.95","UMa"
"2","NGC3801","NGC 3801","","","","G","12.26","2.31","Leo"
"2","NGC4659","NGC 4659","","","","G","12.26","1.75","Com"
"2","NGC5832","NGC 5832","","","","G","12.26","1.86","UMi"
"2","NGC6223","NGC 6223","","","","G","12.26","3.16","Dra"
"2","NGC0499","NGC 499","","","","G","12.27","1.68","Psc"
"2","NGC0677","NGC 677","","","","G","12.27","1.81","Ari"
"2","NGC3683","NGC 3683","","","","G","12.27","1.74","UMa"
"2","NGC4512","NGC 4512","","","","G","12.27","2.57","Dra"
"2","NGC4832","NGC 4832","","","","G","12.27","2.14","Cen"
"2","NGC5669","NGC 5669","","","","G","12.27","2.57","Boo"
"2","NGC6392","NGC 6392","","","","G","12.27","1.94","Aps"
"2","IC0630","IC 630","","","","G","12.28","2.12","Sex"
"2","IC0749","IC 749","","","","G","12.28","2.13","UMa"
"2","IC4430","IC 4430","","","","G","12.28","2.47","Cen"
"2","IC4955","IC 4955","","","","EN","12.28","2.09","Vul"
"2","NGC2417","NGC 2417","","","","G","12.28","2.48","Car"
"2","NGC3449","NGC 3449","","","","G","12.28","3.66","Ant"
"2","NGC3600","NGC 3600","","","","G","12.28","1.87","UMa"
"2","NGC4348","NGC 4348","","","","G","12.28","2.67","Vir"
"2","NGC4525","NGC 4525","","","","G","12.28","2","Com"
"2","NGC5729","NGC 5729","","","","G","12.28","2.47","Lib"
"2","NGC5756","NGC 5756","","","","G","12.28","2.95","Lib"
"2","NGC5899","NGC 5899","","","","G","12.28","2.1","Boo"
"2","NGC6689","NGC 6689","","","","G","12.28","3.29","Dra"
"2","NGC7126","NGC 7126","","","","G","12.28","2.55","Ind"
"2","NGC7497","NGC 7497","","","","G","12.28","2.75","Peg"
"2","IC0335","IC 335","","","","G","12.29","2.62","For"
"2","IC3392","IC 3392","","","","G","12.29","2.6","Com"
"2","NGC0296","NGC 296","","","","G","12.29","2.23","Psc"
"2","NGC1012","NGC 1012","","","","G","12.29","2.1","Ari"
"2","NGC1401","NGC 1401","","","","G","12.29","2.45","Eri"
"2","NGC1892","NGC 1892","","","","G","12.29","3.37","Dor"
"2","NGC2030","NGC 2030","","","","EN","12.29","1.7","Dor"
"2","NGC2717","NGC 2717","","","","G","12.29","2.03","Pyx"
"2","NGC3070","NGC 3070","","","","G","12.29","1.55","Leo"
"2","NGC3241","NGC 3241","","","","G","12.29","2.29","Ant"
"2","NGC3512","NGC 3512","","","","G","12.29","1.59","LMi"
"2","NGC3854","NGC 3854","","","","G","12.29","1.87","Crt"
"2","NGC3936","NGC 3936","","","","G","12.29","4.55","Hya"
"2","NGC4183","NGC 4183","","","","G","12.29","4.29","CVn"
"2","NGC4193","NGC 4193","","","","G","12.29","2.23","Vir"
"2","NGC4343","NGC 4343","","","","G","12.29","1.92","Vir"
"2","NGC5023","NGC 5023","","","","G","12.29","6.22","CVn"
"2","NGC5380","NGC 5380","","","","G","12.29","2","CVn"
"2","NGC5546","NGC 5546","","","","G","12.29","1.57","Boo"
"2","NGC6407","NGC 6407","","","","G","12.29","2.47","Pav"
"2","IC0529","IC 529","","","","G","12.3","3.21","Cam"
"2","IC4796","IC 4796","","","","G","12.3","1.95","Tel"
"2","IC5020","IC 5020","","","","G","12.3","2.33","Mic"
"2","NGC0080","NGC 80","","","","G","12.3","1.82","And"
"2","NGC0193","NGC 193","","","","G","12.3","2.07","Psc"
"2","NGC0261","NGC 261","","","","EN","12.3","1.3","Tuc"
"2","NGC0669","NGC 669","","","","G","12.3","2.34","Tri"
"2","NGC1024","NGC 1024","","","","G","12.3","2.86","Ari"
"2","NGC1132","NGC 1132","","","","G","12.3","1.91","Eri"
"2","NGC1684","NGC 1684","","","","G","12.3","2.55","Ori"
"2","NGC1720","NGC 1720","","","","G","12.3","1.96","Eri"
"2","NGC1728","NGC 1728","","","","G","12.3","1.24","Eri"
"2","NGC1748","NGC 1748","","","","EN","12.3","0.9","Dor"
"2","NGC2191","NGC 2191","","","","G","12.3","1.77","Car"
"2","NGC2296","NGC 2296","","","","G","12.3","1.2","CMa"
"2","NGC3110","NGC 3110","","","","G","12.3","1.87","Sex"
"2","NGC3156","NGC 3156","","","","G","12.3","1.91","Sex"
"2","NGC3308","NGC 3308","","","","G","12.3","1.21","Hya"
"2","NGC3605","NGC 3605","","","","G","12.3","1.25","Leo"
"2","NGC4751","NGC 4751","","","","G","12.3","1.66","Cen"
"2","NGC5020","NGC 5020","","","","G","12.3","2.69","Vir"
"2","NGC6337","NGC 6337","","","","PN","12.3","0.85","Sco"
"2","NGC6778","NGC 6778","","","","PN","12.3","0.26","Aql"
"2","NGC6894","NGC 6894","","","","PN","12.3","0.67","Cyg"
"2","IC4367","IC 4367","","","","G","12.31","1.64","Cen"
"2","IC5092","IC 5092","","","","G","12.31","2.75","Pav"
"2","NGC1336","NGC 1336","","","","G","12.31","1.97","For"
"2","NGC2563","NGC 2563","","","","G","12.31","2.02","Cnc"
"2","NGC3336","NGC 3336","","","","G","12.31","1.97","Hya"
"2","NGC3497","NGC 3497","","","","G","12.31","2.58","Crt"
"2","NGC3674","NGC 3674","","","","G","12.31","1.59","UMa"
"2","NGC3689","NGC 3689","","","","G","12.31","1.48","Leo"
"2","NGC3800","NGC 3800","","","","G","12.31","1.67","Leo"
"2","NGC4133","NGC 4133","","","","G","12.31","1.66","Dra"
"2","NGC6269","NGC 6269","","","","G","12.31","1.84","Her"
"2","NGC7014","NGC 7014","","","","G","12.31","2.03","Ind"
"2","NGC7070","NGC 7070","","","","G","12.31","2.5","Gru"
"2","NGC7417","NGC 7417","","","","G","12.31","2.21","Tuc"
"2","NGC7690","NGC 7690","","","","G","12.31","2.16","Phe"
"2","IC4585","IC 4585","","","","G","12.32","1.58","TrA"
"2","NGC2857","NGC 2857","","","","G","12.32","1.89","UMa"
"2","NGC3244","NGC 3244","","","","G","12.32","2.18","Ant"
"2","NGC3403","NGC 3403","","","","G","12.32","2.78","Dra"
"2","NGC3838","NGC 3838","","","","G","12.32","1.43","UMa"
"2","NGC3972","NGC 3972","","","","G","12.32","3.67","UMa"
"2","NGC4283","NGC 4283","","","","G","12.32","1.23","Com"
"2","NGC4861","NGC 4861","","","","G","12.32","3.81","CVn"
"2","NGC5218","NGC 5218","","","","G","12.32","1.84","UMa"
"2","IC4646","IC 4646","","","","G","12.33","2.77","Ara"
"2","IC5131","IC 5131","","","","G","12.33","1.62","PsA"
"2","NGC0788","NGC 788","","","","G","12.33","1.74","Cet"
"2","NGC3573","NGC 3573","","","","G","12.33","2.55","Cen"
"2","NGC3811","NGC 3811","","","","G","12.33","2.03","UMa"
"2","NGC4634","NGC 4634","","","","G","12.33","2.47","Com"
"2","NGC4899","NGC 4899","","","","G","12.33","2.02","Vir"
"2","NGC5376","NGC 5376","","","","G","12.33","1.48","UMa"
"2","NGC5406","NGC 5406","","","","G","12.33","1.69","CVn"
"2","NGC7416","NGC 7416","","","","G","12.33","3.08","Aqr"
"2","IC0456","IC 456","","","","G","12.34","2.33","CMa"
"2","NGC0125","NGC 125","","","","G","12.34","1.4","Psc"
"2","NGC0684","NGC 684","","","","G","12.34","2.95","Tri"
"2","NGC1809","NGC 1809","","","","G","12.34","3.74","Dor"
"2","NGC4017","NGC 4017","","","","G","12.34","1.57","Com"
"2","NGC4630","NGC 4630","","","","G","12.34","1.66","Vir"
"2","NGC6068","NGC 6068","","","","G","12.34","1.29","UMi"
"2","NGC7070A","NGC 7070A","","","","G","12.34","2.21","Gru"
"2","NGC7590","NGC 7590","","","","G","12.34","3.03","Gru"
"2","NGC7768","NGC 7768","","","","G","12.34","1.48","Peg"
"2","IC2587","IC 2587","","","","G","12.35","1.98","Ant"
"2","IC4933","IC 4933","","","","G","12.35","2.08","Tel"
"2","NGC0245","NGC 245","","","","G","12.35","1.2","Cet"
"2","NGC1056","NGC 1056","","","","G","12.35","1.88","Ari"
"2","NGC1211","NGC 1211","","","","G","12.35","1.49","Cet"
"2","NGC1359","NGC 1359","","","","G","12.35","1.46","Eri"
"2","NGC2179","NGC 2179","","","","G","12.35","1.99","Lep"
"2","NGC3458","NGC 3458","","","","G","12.35","1.38","UMa"
"2","NGC4108","NGC 4108","","","","G","12.35","1.63","Dra"
"2","NGC4946","NGC 4946","","","","G","12.35","2","Cen"
"2","NGC5560","NGC 5560","","","","G","12.35","3.45","Vir"
"2","NGC6854","NGC 6854","","","","G","12.35","2.28","Tel"
"2","NGC7171","NGC 7171","","","","G","12.35","2.37","Aqr"
"2","NGC7361","NGC 7361","","","","G","12.35","3.14","PsA"
"2","NGC7798","NGC 7798","","","","G","12.35","1.45","Peg"
"2","NGC2701","NGC 2701","","","","G","12.36","1.94","UMa"
"2","NGC2782","NGC 2782","","","","G","12.36","3.25","Lyn"
"2","NGC3052","NGC 3052","","","","G","12.36","2.15","Hya"
"2","NGC3544","NGC 3544","","","","G","12.36","3.06","Crt"
"2","NGC3732","NGC 3732","","","","G","12.36","1.28","Crt"
"2","NGC4444","NGC 4444","","","","G","12.36","2.27","Cen"
"2","NGC4470","NGC 4470","","","","G","12.36","1.28","Vir"
"2","NGC4653","NGC 4653","","","","G","12.36","2.31","Vir"
"2","NGC4999","NGC 4999","","","","G","12.36","2.5","Vir"
"2","NGC6155","NGC 6155","","","","G","12.36","1.33","Her"
"2","NGC6660","NGC 6660","","","","G","12.36","1.95","Her"
"2","IC1788","IC 1788","","","","G","12.37","2.53","For"
"2","IC4421","IC 4421","","","","G","12.37","1.43","Cen"
"2","NGC0337A","NGC 337A","","","","G","12.37","2.63","Cet"
"2","NGC0536","NGC 536","","","","G","12.37","2.92","And"
"2","NGC0692","NGC 692","","","","G","12.37","1.95","Phe"
"2","NGC1343","NGC 1343","","","","G","12.37","2.38","Cas"
"2","NGC1485","NGC 1485","","","","G","12.37","2.23","Cam"
"2","NGC1930","NGC 1930","","","","G","12.37","1.97","Pic"
"2","NGC3177","NGC 3177","","","","G","12.37","1.44","Leo"
"2","NGC4085","NGC 4085","","","","G","12.37","2.22","UMa"
"2","NGC4701","NGC 4701","","","","G","12.37","1.74","Vir"
"2","NGC4779","NGC 4779","","","","G","12.37","1.86","Vir"
"2","IC0396","IC 396","","","","G","12.38","2.38","Cam"
"2","IC2000","IC 2000","","","","G","12.38","4.88","Hor"
"2","IC4538","IC 4538","","","","G","12.38","2.48","Lib"
"2","NGC4581","NGC 4581","","","","G","12.38","1.62","Vir"
"2","NGC4747","NGC 4747","","","","G","12.38","2.09","Com"
"2","NGC4877","NGC 4877","","","","G","12.38","2.36","Vir"
"2","NGC4956","NGC 4956","","","","G","12.38","1.56","CVn"
"2","NGC5691","NGC 5691","","","","G","12.38","1.86","Vir"
"2","NGC5937","NGC 5937","","","","G","12.38","1.89","Se1"
"2","NGC7002","NGC 7002","","","","G","12.38","2.1","Ind"
"2","NGC7080","NGC 7080","","","","G","12.38","1.63","Vul"
"2","NGC7137","NGC 7137","","","","G","12.38","1.84","Peg"
"2","IC2511","IC 2511","","","","G","12.39","4.22","Ant"
"2","NGC0312","NGC 312","","","","G","12.39","1.84","Phe"
"2","NGC1134","NGC 1134","","","","G","12.39","2.21","Ari"
"2","NGC1375","NGC 1375","","","","G","12.39","2.28","For"
"2","NGC1380A","NGC 1380A","","","","G","12.39","2.76","For"
"2","NGC1949","NGC 1949","","","","EN","12.39","0.95","Dor"
"2","NGC2543","NGC 2543","","","","G","12.39","2.43","Lyn"
"2","NGC2595","NGC 2595","","","","G","12.39","1.66","Cnc"
"2","NGC2798","NGC 2798","","","","G","12.39","2.43","Lyn"
"2","NGC2954","NGC 2954","","","","G","12.39","1.43","Leo"
"2","NGC3278","NGC 3278","","","","G","12.39","1.35","Ant"
"2","NGC3782","NGC 3782","","","","G","12.39","1.23","UMa"
"2","NGC4645A","NGC 4645A","","","","G","12.39","3.03","Cen"
"2","NGC5398","NGC 5398","","","","G","12.39","2.76","Cen"
"2","NGC5427","NGC 5427","","","","G","12.39","3.61","Vir"
"2","NGC5600","NGC 5600","","","","G","12.39","1.6","Boo"
"2","NGC6555","NGC 6555","","","","G","12.39","1.96","Her"
"2","IC4522","IC 4522","","","","G","12.4","3.02","Aps"
"2","NGC0198","NGC 198","","","","G","12.4","1.28","Psc"
"2","NGC0846","NGC 846","","","","G","12.4","1.92","And"
"2","NGC0899","NGC 899","","","","G","12.4","1.63","Cet"
"2","NGC1625","NGC 1625","","","","G","12.4","2.56","Eri"
"2","NGC1752","NGC 1752","","","","G","12.4","2.95","Eri"
"2","NGC3636","NGC 3636","","","","G","12.4","2.51","Crt"
"2","NGC4020","NGC 4020","","","","G","12.4","1.87","UMa"
"2","NGC4480","NGC 4480","","","","G","12.4","1.89","Vir"
"2","NGC5306","NGC 5306","","","","G","12.4","1.94","Vir"
"2","NGC5320","NGC 5320","","","","G","12.4","1.82","CVn"
"2","NGC6239","NGC 6239","","","","G","12.4","2.3","Her"
"2","NGC7162A","NGC 7162A","","","","G","12.4","2.39","Gru"
"2","IC1295","IC 1295","","","","PN","12.5","1.5","Sct"
"2","IC4637","IC 4637","","","","PN","12.5","0.31","Sco"
"2","IC4663","IC 4663","","","","PN","12.5","0.22","Sco"
"2","NGC5844","NGC 5844","","","","PN","12.5","0.88","TrA"
"2","NGC6879","NGC 6879","","","","PN","12.5","0.08","Sge"
"2","NGC1920","NGC 1920","","","","EN","12.54","1.2","Dor"
"2","NGC6439","NGC 6439","","","","PN","12.6","0.08","Sgr"
"2","NGC6852","NGC 6852","","","","PN","12.6","0.47","Aql"
"2","IC0063","IC 63","","","","EN","12.63","10","Cas"
"2","IC4642","IC 4642","","","","PN","12.7","0.28","Ara"
"2","NGC2610","NGC 2610","","","","PN","12.7","0.63","Hya"
"2","NGC6620","NGC 6620","","","","PN","12.7","0.13","Sgr"
"2","NGC6772","NGC 6772","","","","PN","12.7","1.07","Aql"
"2","NGC1814","NGC 1814","","","","CN","12.76","1.2","Dor"
"2","NGC1874","NGC 1874","","","","CN","12.81","1.4","Dor"
"2","NGC1880","NGC 1880","","","","EN","12.81","1.2","Dor"
"2","NGC6026","NGC 6026","","","","PN","12.9","0.67","Lup"
"2","NGC6058","NGC 6058","","","","PN","12.9","0.38","Her"
"2","NGC6578","NGC 6578","","","","PN","12.9","0.14","Sgr"
"2","NGC6765","NGC 6765","","","","PN","12.9","0.67","Lyr"
"2","NGC1895","NGC 1895","","","","EN","12.93","1.4","Dor"
"2","IC4673","IC 4673","","","","PN","13","0.25","Sgr"
"2","IC4699","IC 4699","","","","PN","13","0.08","Tel"
"2","NGC4071","NGC 4071","","","","PN","13","1.05","Mus"
"3","NGC5138","NGC 5138","","","","OC","5.33","4.2","Cen"
"3","NGC7686","NGC 7686","","","","OC","5.6","3.6","And"
"3","NGC7160","NGC 7160","","","","OC","6.1","4.2","Cep"
"3","NGC1545","NGC 1545","","","","OC","6.2","4.2","Per"
"3","NGC1444","NGC 1444","","","","OC","6.6","3.6","Per"
"3","NGC3572","NGC 3572","","","","OC","6.6","4.08","Car"
"3","NGC6169","NGC 6169","","","","OC","6.6","4.2","Nor"
"3","NGC2129","NGC 2129","","","","OC","6.7","3.9","Gem"
"3","NGC0225","NGC 225","","","","OC","7","4.2","Cas"
"3","NGC6235","NGC 6235","","","","GC","7.2","4.2","Oph"
"3","NGC2409","NGC 2409","","","","OC","7.3","0.11","Pup"
"3","NGC2483","NGC 2483","","","","OC","7.6","3.3","Pup"
"3","NGC5606","NGC 5606","","","","OC","7.7","3.6","Cen"
"3","NGC7234","NGC 7234","","","","OC","7.7","2.4","Cep"
"3","NGC2670","NGC 2670","","","","OC","7.8","4.2","Vel"
"3","NGC0659","NGC 659","","","","OC","7.9","4.2","Cas"
"3","NGC2489","NGC 2489","","","","OC","7.9","4.2","Pup"
"3","NGC5823","NGC 5823","","","","OC","7.9","3.9","Cir"
"3","NGC6830","NGC 6830","","","","OC","7.9","4.2","Vul"
"3","NGC7510","NGC 7510","","","","OC","7.9","3.9","Cep"
"3","NGC6647","NGC 6647","","","","OC","8","3.6","Sgr"
"3","NGC2180","NGC 2180","","","","OC","8.3","4.2","Ori"
"3","NGC2453","NGC 2453","","","","OC","8.3","3","Pup"
"3","NGC7062","NGC 7062","","","","OC","8.3","3.6","Cyg"
"3","NGC2055","NGC 2055","","","","OC","8.39","1.9","Dor"
"3","IC2157","IC 2157","","","","OC","8.4","2.7","Gem"
"3","NGC2383","NGC 2383","","","","OC","8.4","4.2","CMa"
"3","NGC6396","NGC 6396","","","","OC","8.5","3.3","Sco"
"3","NGC7790","NGC 7790","","","","OC","8.5","3.6","Cas"
"3","NGC4815","NGC 4815","","","","OC","8.6","3.9","Mus"
"3","NGC2186","NGC 2186","","","","OC","8.7","4.2","Ori"
"3","NGC0189","NGC 189","","","","OC","8.8","2.7","Cas"
"3","NGC2660","NGC 2660","","","","OC","8.8","3.6","Vel"
"3","NGC2004","NGC 2004","","","","GC","8.9","3","Dor"
"3","NGC2100","NGC 2100","","","","GC","8.9","2.5","Dor"
"3","NGC1850","NGC 1850","","","","GC","8.96","3","Dor"
"3","NGC1818","NGC 1818","","","","GC","9","3.1","Dor"
"3","NGC5999","NGC 5999","","","","OC","9","3.3","Nor"
"3","NGC6304","NGC 6304","","","","GC","9.03","3.6","Oph"
"3","IC1442","IC 1442","","","","OC","9.1","4.2","Lac"
"3","NGC0146","NGC 146","","","","OC","9.1","3.6","Cas"
"3","NGC2254","NGC 2254","","","","OC","9.1","4.2","Mon"
"3","NGC5168","NGC 5168","","","","OC","9.1","4.2","Cen"
"3","NGC7031","NGC 7031","","","","OC","9.1","3.9","Cyg"
"3","NGC6704","NGC 6704","","","","OC","9.2","3.3","Sct"
"3","NGC7245","NGC 7245","","","","OC","9.2","3.9","Lac"
"3","NGC2050","NGC 2050","","","","OC","9.25","3","Dor"
"3","NGC1747","NGC 1747","","","","OC","9.37","4.4","Dor"
"3","NGC0133","NGC 133","","","","OC","9.4","2.1","Cas"
"3","NGC1786","NGC 1786","","","","GC","9.4","2","Dor"
"3","NGC6683","NGC 6683","","","","OC","9.4","3","Sct"
"3","NGC7788","NGC 7788","","","","OC","9.4","2.4","Cas"
"3","NGC6522","NGC 6522","","","","GC","9.48","3.9","Sgr"
"3","NGC2266","NGC 2266","","","","OC","9.5","4.2","Gem"
"3","NGC0330","NGC 330","","","","OC","9.55","2.8","Tuc"
"3","NGC1496","NGC 1496","","","","OC","9.6","2.1","Per"
"3","NGC7226","NGC 7226","","","","OC","9.6","3","Cep"
"3","NGC6638","NGC 6638","","","","GC","9.68","4.2","Sgr"
"3","NGC2580","NGC 2580","","","","OC","9.7","3","Pup"
"3","NGC3105","NGC 3105","","","","OC","9.7","4.08","Vel"
"3","NGC7067","NGC 7067","","","","OC","9.7","2.4","Cyg"
"3","NGC7128","NGC 7128","","","","OC","9.7","3","Cyg"
"3","NGC7295","NGC 7295","","","","OC","9.7","2.7","Lac"
"3","NGC1848","NGC 1848","","","","OC","9.73","2.2","Men"
"3","NGC0103","NGC 103","","","","OC","9.8","2.7","Cas"
"3","NGC5715","NGC 5715","","","","OC","9.8","3.6","Cir"
"3","NGC1755","NGC 1755","","","","GC","9.85","2.2","Dor"
"3","NGC6535","NGC 6535","","","","GC","9.85","3.6","Se2"
"3","NGC2972","NGC 2972","","","","OC","9.9","3.6","Vel"
"3","NGC1761","NGC 1761","","","","OC","9.94","4.2","Dor"
"3","NGC1984","NGC 1984","","","","OC","9.99","1.5","Dor"
"3","NGC6583","NGC 6583","","","","OC","10","3.6","Sgr"
"3","NGC1856","NGC 1856","","","","GC","10.06","2.7","Dor"
"3","NGC6216","NGC 6216","","","","OC","10.1","4.2","Sco"
"3","NGC2157","NGC 2157","","","","GC","10.16","2.8","Dor"
"3","NGC6642","NGC 6642","","","","GC","10.24","3.9","Sgr"
"3","NGC1970","NGC 1970","","","","OC","10.28","1.5","Dor"
"3","NGC1974","NGC 1974","","","","OC","10.3","1.6","Dor"
"3","NGC2037","NGC 2037","","","","OC","10.31","2.9","Dor"
"3","NGC2164","NGC 2164","","","","GC","10.34","2.8","Dor"
"3","NGC2134","NGC 2134","","","","GC","10.35","2.8","Men"
"3","NGC6717","NGC 6717","","","","GC","10.35","3.9","Sgr"
"3","NGC2041","NGC 2041","","","","GC","10.36","2.6","Dor"
"3","NGC1916","NGC 1916","","","","GC","10.38","2.1","Dor"
"3","NGC1854","NGC 1854","","","","GC","10.39","2.3","Dor"
"3","NGC1806","NGC 1806","","","","GC","10.4","2.5","Dor"
"3","NGC7492","NGC 7492","","","","GC","10.48","3","Aqr"
"3","NGC0419","NGC 419","","","","GC","10.5","2.8","Tuc"
"3","NGC1782","NGC 1782","","","","OC","10.5","1.2","Dor"
"3","NGC2309","NGC 2309","","","","OC","10.5","5.4","Mon"
"3","NGC1951","NGC 1951","","","","OC","10.58","1.7","Dor"
"3","NGC2011","NGC 2011","","","","OC","10.58","1","Dor"
"3","NGC2044","NGC 2044","","","","OC","10.59","5.5","Dor"
"3","NGC1835","NGC 1835","","","","GC","10.6","2.3","Dor"
"3","NGC2262","NGC 2262","","","","OC","10.6","3.9","Mon"
"3","NGC6404","NGC 6404","","","","OC","10.6","4.2","Sco"
"3","NGC6756","NGC 6756","","","","OC","10.6","3.6","Aql"
"3","NGC1767","NGC 1767","","","","OC","10.61","1.3","Dor"
"3","NGC6528","NGC 6528","","","","GC","10.65","3.6","Sgr"
"3","NGC1605","NGC 1605","","","","OC","10.7","3.3","Per"
